Endereço,Preço,Condominio,Iptu,Lista Comodos,Lista Caracteristicas,Obserevacoes,url_id_anuncio
"Residencial Gazzo, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU não informado,"['', '', '', '', '80 m²', '2 quartos', '1 vaga', '1 banheiro']","['Área de serviço', 'Cozinha', 'TV a cabo']","Ótima casa à venda no Residencial Gazzo

150m² de terreno
80m² de área construída
2 quartos
1 banheiro social
1 vaga de garagem
1 edícula nos fundos

Agende sua visita -",https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-residencial-gazzo-sao-jose-dos-campos-sp-80m2-id-2535895218/
"Parque Novo Horizonte, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU não informado,"['', '', '', '', '125 m²', '3 quartos', '1 vaga', '2 banheiros']",['Cozinha'],,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-cozinha-parque-novo-horizonte-sao-jose-dos-campos-sp-125m2-id-2529873488/
"Vila das Flores, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU R$ 25,"['', '', '', '', '80 m²', '2 quartos', '2 vagas', '2 banheiros']",[],"(15/03) Ref. Imóvel: 10089 - CASA TÉRREA A VENDA



| Vila das Flores | Zona Sul



Casa térrea de 80 m², com 2 dormitórios, sendo 1 suíte, ampla cozinha estilo americana (sem armários) e integrada com a sala, banheiro social, lavanderia, portão eletrônico e 2 vagas de garagem.



Piso cerâmico em toda área externa.

Terreno: 6,5 X 20



Localizada na Zona Sul de SJC e próximo de comércios em geral, escolas, igrejas, além de outras facilidades como fácil acesso as principais vias e avenidas da cidade.



*Aceita financiamento bancário e estuda permuta



CA2004, Cozinha, Portão Eletronico, Sala de Estar, Sala de
Mostrar mais",https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-vila-das-flores-sao-jose-dos-campos-sp-80m2-id-2522256712/
"Residencial São Francisco, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU não informado,"['', '', '', '', '88 m²', '2 quartos', '2 vagas', '1 banheiro']",[],"Grande oportunidade.
Casa pronta para morar com 88 metros construção e 125 mts total , sem degraus, sem condomínio e espaçosa.
Região do INPE e a 400 mts da Via Cambuí.
2 quartos, 1 suite + sala + cozinha+ 2 banheiros com box.
E 2 vagas na garagem coberta, além da área de serviço também coberta.
Tem um sóton para escritório ou futuro quarto extra, este ainda falta o acabamento...
Com corredor livre para o sol.
Toda a área do terreno com calha e portão que abre em ambos os lados, totalmente fechados.
Aceita financiamento. -
Mostrar mais",https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-residencial-sao-francisco-sao-jose-dos-campos-sp-88m2-id-2525529484/
"Vila das Flores, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU R$ 25,"['', '', '', '', '80 m²', '2 quartos', '2 vagas', '2 banheiros']",[],"(15/03) Ref. Imóvel: 10089 - CASA TÉRREA A VENDA



| Vila das Flores | Zona Sul



Casa térrea de 80 m², com 2 dormitórios, sendo 1 suíte, ampla cozinha estilo americana (sem armários) e integrada com a sala, banheiro social, lavanderia, portão eletrônico e 2 vagas de garagem.



Piso cerâmico em toda área externa.

Terreno: 6,5 X 20



Localizada na Zona Sul de SJC e próximo de comércios em geral, escolas, igrejas, além de outras facilidades como fácil acesso as principais vias e avenidas da cidade.



*Aceita financiamento bancário e estuda permuta



CA2004, Cozinha, Portão Eletronico, Sala de Estar, Sala de
Mostrar mais",https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-vila-das-flores-sao-jose-dos-campos-sp-80m2-id-2522256712/
"Parque Novo Horizonte, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU não informado,"['', '', '', '', '125 m²', '3 quartos', '1 vaga', '2 banheiros']",['Cozinha'],,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-cozinha-parque-novo-horizonte-sao-jose-dos-campos-sp-125m2-id-2529873488/
"Jardim Castanheira, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU não informado,"['', '', '', '125 m²', '4 quartos', '2 banheiros']","['Área de serviço', 'Cozinha']","analiso troca por terreno ou casa de menor valor.

aceito carro na negociação.

Casa recém acabada, com porcelanato e gesso!

Está toda na cor branca aguardando um comprador para que o mesmo decida qual cor gostaria.

4 quartos
2 banheiros
sala
cozinha
area de serviço coberta
garagem para 2 carros

janelas em alumínio
porcelanato
gesso
moldura de teto
textura no exterior
portão novo (pode ser eletrico)

vista arborizada, excelente para famílias, próximo a escolas, creches, Coop do novo horizonte, Petrobras, gm, vizinhança tranquila e super seguro!!! -
Mostrar mais",https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-cozinha-jardim-castanheira-sao-jose-dos-campos-sp-125m2-id-2499797932/
"Travessa Esther Lopes Braga - Residencial União, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU R$ 34,"['', '', '', '', '90 m²', '2 quartos', '2 vagas', '1 banheiro']","['Cozinha', 'Lavanderia', 'TV a cabo']","Casa Assobrada simples, 02 dormitórios, conforme fotos logo acima,
Agende uma visita.teremos satisfação em atende-los.
Anúncio sujeito a alteração sem aviso prévio do proprietário no que diz respeito ao preço e disponibilidade, na data da consulta pelo interessado -",https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-residencial-uniao-sao-jose-dos-campos-sp-90m2-id-2550614775/
"Rua Teodomiro José da Costa - Vila São Benedito, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU não informado,"['', '', '', '54 m²', '2 quartos', '1 banheiro']",[],"Casa com churrasqueira.
2 quartos mais 1 quarto pequeno que pode vira sala de jantar, cozinha grande, 1 banheiro.
Bairro Vila São Benedito, perto do CTA e Embraer, perto de padaria, escola, e ponto de onibus.
5 minutos do CenterVale e centro da cidade. -",https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-vila-sao-benedito-sao-jose-dos-campos-sp-54m2-id-2548121858/
"Jardim Santa Júlia, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU não informado,"['', '', '', '', '88 m²', '1 quarto', '2 vagas', '1 banheiro']",[],"Linda Casa no Jardim Santa Júlia

* 2 dormitórios sendo 01 suíte
* 2 banheiros
* 2 vagas de garagem
* Terreno 166 m²
* 88 m² de construção

Espaço nos fundos para área gourmet
Documentação OK para financiamento

Agende uma Visita!

Código do Anuncio: 2571

Contato
Sergio Tsuruda
whatsapp
CRECI: 176.585
Temos oportunidades nos condomínios, Jardim do Golfe, Reserva do Paratehy Norte ou Sul, Altos da Serra, Floradas do Parathey, Chácara Serimbura, Recanto da Serra, Jardim Colinas, Montserrat, Monaco, Monte Carlo, Mont Blanc, Colinas do Paratehy Norte ou Sul, Bosque Imperial, Condomínio Colinas, Quinta das Flores, Alphaville, Condomínio Vivant urbanova, Terras di Vernazza. Temos também imóveis na Vila Adyanna, Urbanova sjc, Jardim das Colinas, Jardim Aquarius. Empreendimentos Splendor Garden, Splendor Blue, Paesaggio, Premiere, Pátio condomínio Club, Blessed, Moriah, Grand View, Royal Palace, Esplanada Life, Gran Clube, Athentic, Celebrity, Icon, Panorama, São Franciso, My florer, Vila Soreto , Esplanda Resort com 2 dormitórios, 3 dormitórios, 4 suítes, 3 suítes, pela construtora, por financiamento e ainda Jardim Satélite, zona sul, Maranata, empreendimentos em sjc, apartamentos, casas, lotes residenciais, salas comerciais e muito mais.
Cidades de Ubatuba, Caraguatatuba, Maresias, São Sebastião, Ilha Bela, Igaratá, Jacareí, Caçapava, Taubaté e São Paulo. 2571
Mostrar mais",https://www.zapimoveis.com.br/imovel/venda-casa-1-quarto-jardim-santa-julia-sao-jose-dos-campos-sp-88m2-id-2554406632/
"Residencial União, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU não informado,"['', '', '', '', '100 m²', '2 quartos', '1 vaga', '1 banheiro']",[],"* Venda / Casa

* 1 Sala

* Cozinha Planejada

* 2 Quartos

* 1 Banheiro

* Garagem Para 2 Carros

* Portão Automático

* Meio Lote",https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-residencial-uniao-sao-jose-dos-campos-sp-100m2-id-2538821400/
"Residencial Gazzo, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU não informado,"['', '', '', '', '80 m²', '2 quartos', '1 vaga', '1 banheiro']","['Área de serviço', 'Cozinha', 'TV a cabo']","Ótima casa à venda no Residencial Gazzo

150m² de terreno
80m² de área construída
2 quartos
1 banheiro social
1 vaga de garagem
1 edícula nos fundos

Agende sua visita -",https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-residencial-gazzo-sao-jose-dos-campos-sp-80m2-id-2535895218/
"Conjunto Residencial Galo Branco, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU não informado,"['', '', '', '', '59 m²', '2 quartos', '1 vaga', '1 banheiro']","['Área de serviço', 'Cozinha']",,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-conjunto-residencial-galo-branco-sao-jose-dos-campos-sp-59m2-id-2503333363/
"Jardim Nova Michigan, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU não informado,"['', '', '', '', '120 m²', '2 quartos', '1 vaga', '1 banheiro']","['Área de serviço', 'Churrasqueira']","Casa com ponto comercial na frente !

Casa 2 dormitórios, sala, cozinha, banheiro social, lavanderia, churrasqueira e garagem que hoje está sendo usado como ponto comercial.

Aceita chácara como parte de pagamento.

Ao ligar informe a Referência 1819

VENHA CONHECER !
ENTRE EM CONTATO COM UM DE NOSSOS CORRETORES .

Para visitar mais imóveis acesse:
hugoimobiliaria.com.br
Mostrar mais",https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-jardim-nova-michigan-sao-jose-dos-campos-sp-120m2-id-2516974283/
"Jardim Imperial, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU não informado,"['', '', '', '60 m²', '2 quartos', '1 banheiro']",[],"Ótima casa, Excelente Localização!
2 dorms, sala, cozinha, wc social, area de churrasco+1 dorm com wc social. -",https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-jardim-imperial-sao-jose-dos-campos-sp-60m2-id-2496968406/
"Jardim Cruzeiro do Sul, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU não informado,"['', '', '', '137 m²', '3 quartos', '1 banheiro']","['Área de serviço', 'Cozinha']","Sala, cozinha, 3 dorms, banheiro, area de serviço coberta, garagem para 4 carros. -",https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-cozinha-jardim-cruzeiro-do-sul-sao-jose-dos-campos-sp-137m2-id-2502554475/
"Residencial União, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU não informado,"['', '', '', '', '75 m²', '3 quartos', '2 vagas', '1 banheiro']","['Cozinha', 'Lavanderia']","Casa muito boa no Residencial União, com 3 dormitórios, sala, cozinha, banheiro, lavanderia, garagem para 2 carros. -",https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-cozinha-residencial-uniao-sao-jose-dos-campos-sp-75m2-id-2499796163/
"Jardim Santa Júlia, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU não informado,"['', '', '', '', '88 m²', '2 quartos', '2 vagas', '2 banheiros']",[],"(15/03) Casa térrea nova no Jd. Santa Júlia com 2 dormitórios, 1 suíte
Ótima construção e acabamento, 88 m² de construção
Corredor lateral
Quintal e frente com gramado
Bairro com infraestrutura: escola, posto de saúde e comércio em geral
, Área de Serviço, Térrea, Vago, WC Social Ref.: V59261
Mostrar mais",https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-jardim-santa-julia-sao-jose-dos-campos-sp-88m2-id-2533535825/
"Rua Albenzio Romancini - Jardim Santa Inês III, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU não informado,"['', '', '', '', '150 m²', '2 quartos', '2 vagas', '3 banheiros']",[],"(15/03) Casa nova nunca habitada com acabamento impecável de porcelanato, disjuntores independentes, iluminação de LEDs em todos os cômodos, acabamento de gesso e pintura em todas paredes internas, textura e pintura na área externa, área de churrasco e imenso porão para lazer.

Em fase final de acabamento, localizada na Av. Albenzio Romancini, bairro Santa Inês 3 - São José dos Campos, SP.

Área do Terreno: 125m²
Área Construída: 150,10m², sendo:
- 25m² de abrigo desmontavél garagem p/ 02 carros
- 74,30m² de residência no piso térreo
- 50,80m² de residência no piso inferior porão

Pavimentos: 02
Quartos: 02 sendo 01 solteiro e 01 suíte
Vagas de garagem: 02 com cobertura/abrigo desmontável
Banheiros: 03

Pavimento inferior porão
Porão livre com área para churrasco com 01 banheiro e imensa área disponível para lazer churrasqueira, sala de jogos, sala de TV, e até mesmo um negócio próprio caseiro, etc.
Área coberta/construída: 50,80m²
Área descoberta: 8,00m²
Área total do pavimento inferior: 58,80m²

Pavimento Térreo
02 vagas cobertas de garagem com portão basculante de metalon.
Sala e cozinha num ambiente só estilo americano com acabamento impecável de porcelanato, LEDs de sobrepor, pedra balcão e pia em mármore verde ubatuba e pendentes de iluminação instalados.
Um banheiro comum, mas com paredes revestidas com cerâmicas especiais que dão elegância ao ambiente.
02 quartos sendo 01 quarto de solteiro e 01 suíte muito aconchegantes e espaçosos, seguindo o mesmo padrão e acabamento de toda construção.
Área total do pavimento térreo: 99,30m² sendo 25,00m² de garagem e 74,30m² de residência

Corredor externo e escada de acesso ao pavimento inferior com pisos cerâmico instalados, luminárias de parede e pintura/textura em todas as paredes.

Casa realizada em estrutura de concreto armado associada com alvenaria estrutural.
Toda construção foi acompanhada por engenheiro e possui toda documentação técnica: ART, projetos, registro fotográfico, memorial descritivo, entre outros; permitindo que o comprador tenha acesso e ciência de todo procedimento e materiais utilizados na construção.

- Toda documentação da casa está pronta, inclusive o habite-se.

- Ótima localização em bairro de constante crescimento, próximo à mercados, açougues, praças, UBS, estabelecimentos diversos, etc.
- 10 min do Parque Técnológico
- 9 min da GM
- 14 min da Embraer Eugênio de Melo, Box Blindex, Cozinha, Sala de Estar, Sala de Jantar Ref.: V10046
Mostrar mais",https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-jardim-santa-ines-iii-sao-jose-dos-campos-sp-150m2-id-2507164043/
"Jardim Santa Inês II, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU não informado,"['', '', '', '', '80 m²', '3 quartos', '2 vagas', '1 banheiro']","['Área de serviço', 'Cozinha', 'Lavanderia']","Casa no Bairro Jardim Santa Inês 2 na zona leste de São José dos Campos SP.

Possui 3 dormitórios, um banheiro social, sala, cozinha, corredor lateral coberta, lavanderia coberta nos fundos, garagem coberta p/ 2 carros.
Tem gás encanado, imóvel bem localizado no Bairro.
Nas proximidades : Escola, padaria, farmácia, casa lotérica.

A documentação está regular, aceita financiamento bancário e FGTS. -
Mostrar mais",https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-cozinha-jardim-santa-ines-ii-sao-jose-dos-campos-sp-80m2-id-2549282166/
"Jardim Santa Júlia, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU não informado,"['', '', '', '', '80 m²', '2 quartos', '3 vagas', '1 banheiro']","['Área de serviço', 'Varanda']","MAIS UM SALAO NOS FUNDOS 7X2. 14M² REF 75932 - R$ R$ 260.000,00 - Maciel Negócios Imobiliários Ltda - CRECI 11.956 J Atualizado em 9:40",https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-varanda-jardim-santa-julia-sao-jose-dos-campos-sp-80m2-id-2535231378/
"Vila das Flores, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU não informado,"['', '', '', '', '65 m²', '2 quartos', '2 vagas', '1 banheiro']",['Área de serviço'],"asa no Bairro jardim das Flores zona sul
2 dormitórios
1 banheiro
Cozinha americana
Àrea de lavanderia e churrasqueira coberta
2 vagas de garagem coberta
Informação Eliana -",https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-area-de-servico-vila-das-flores-sao-jose-dos-campos-sp-65m2-id-2537940953/
"Vila São Bento, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU R$ 36,"['', '', '', '', '77 m²', '2 quartos', '1 vaga', '1 banheiro']","['Cozinha', 'Lavanderia']","Casa no bairro Vila São Bento, entre a Rodovia dos Tamoios e a Avenida Mario Covas, fácil acesso para a Avenida Cidade Jardim e o bairro Jardim Satélite. 2 dormitórios, sala, cozinha, banheiro social, área de serviço e garagem coberta. Observação: a casa encontra-se atualmente alugada. -
Mostrar mais",https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-vila-sao-bento-sao-jose-dos-campos-sp-77m2-id-2550155468/
"Vila São Benedito, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU R$ 100,"['', '', '', '', '127 m²', '2 quartos', '2 vagas', '1 banheiro']",[],"Casa à venda no bairro Vila São Benedito com 2 quartos mais 1 quarto pequeno que pode virar sala de jantar, cozinha grande, 1 banheiro, Quintal, Piso em cerâmica e 2 Vagas de Garagem coberta.

Perto do CTA e Embraer, padaria, escola e ponto de ônibus. 5 minutos do Center Vale e centro da cidade.
Mostrar mais",https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-vila-sao-benedito-sao-jose-dos-campos-sp-127m2-id-2549333898/
"Parque Interlagos, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU não informado,"['', '', '', '', '70 m²', '2 quartos', '2 vagas', '1 banheiro']","['Área de serviço', 'Varanda']","REF 90927 - R$ R$ 260.000,00 - Maciel Negócios Imobiliários Ltda - CRECI 11.956 J - www.imobiliariamaciel.com.br Atualizado em 9:43",https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-varanda-parque-interlagos-sao-jose-dos-campos-sp-70m2-id-2543243880/
"Residencial União, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU não informado,"['', '', '', '', '59 m²', '2 quartos', '2 vagas', '1 banheiro']","['Área de serviço', 'Varanda']","REF 49867 - R$ R$ 260.000,00 - Maciel Negócios Imobiliários Ltda - CRECI 11.956 J - www.imobiliariamaciel.com.br Atualizado em 9:42",https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-varanda-residencial-uniao-sao-jose-dos-campos-sp-59m2-id-2499939871/
"Jardim Americano, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU não informado,"['', '', '', '', '79 m²', '2 quartos', '2 vagas', '1 banheiro']","['Área de serviço', 'Churrasqueira', 'Piscina', 'Varanda']","REF 84568 - R$ R$ 260.000,00 - Maciel Negócios Imobiliários Ltda - CRECI 11.956 J - www.imobiliariamaciel.com.br Atualizado em 9:42",https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-piscina-jardim-americano-sao-jose-dos-campos-sp-79m2-id-2516328537/
"Jardim Cruzeiro do Sul, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU não informado,"['', '', '', '137 m²', '3 quartos', '1 banheiro']","['Área de serviço', 'Cozinha']","Sala, cozinha, 3 dorms, banheiro, area de serviço coberta, garagem para 4 carros. -",https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-cozinha-jardim-cruzeiro-do-sul-sao-jose-dos-campos-sp-137m2-id-2502554475/
"Jardim Imperial, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU não informado,"['', '', '', '', '100 m²', '2 quartos', '1 vaga', '2 banheiros']","['Conexão à internet', 'Cozinha']","Linda casa - Jardim colonial
2 Dormitórios (sendo 1 suíte);
1 Banheiro social;
Cozinha americana;
Churrasqueira;
Piso Cerâmica;
1 Vaga de garagem coberta;
Edícula nos fundos com 1 dormitório e 1 banheiro.",https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-infraestrutura-internet-jardim-imperial-sao-jose-dos-campos-sp-100m2-id-2502556508/
"Cidade Vista Verde, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU não informado,"['', '', '', '', '110 m²', '3 quartos', '2 vagas', '2 banheiros']","['Área de serviço', 'Jardim', 'Varanda']","ESTUDA TROCAS POR IMÓVEL MENOR VALOR, MAS NA PERMUTA CONSIDERAR O VALOR DE R$ 270.000,00, A CASA ESTÁ ALUGADA, REF 71377 - R$ R$ 260.000,00 - Maciel Negócios Imobiliários Ltda - CRECI 11.956 J - www.imobiliariamaciel.com.br Atualizado em 9:44",https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-varanda-cidade-vista-verde-sao-jose-dos-campos-sp-110m2-id-2493602200/
"Residencial Bosque dos Ipês, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU R$ 29,"['', '', '', '', '71 m²', '2 quartos', '2 vagas', '1 banheiro']",[],"(15/03) Ref. Imóvel: 11657 - SOBRADO PARA VENDA

| Residencial Bosque dos Ipês |



Sobrado tipo Village de 102,00m² de terreno e 71,00m² de área construída!



Piso superior com: 02 suítes sendo uma delas com varanda com piso porcelanato. No piso inferior: sala para 02 ambientes, lavabo, cozinha, área de serviço, quintal e 02 vagas de garagem (carros pequenos).

, Iluminação, Sala de Estar, Sala de Jantar,
Mostrar mais",https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-residencial-bosque-dos-ipes-sao-jose-dos-campos-sp-71m2-id-2541325788/
"Residencial Altos do Bosque, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU não informado,"['', '', '', '89 m²', '3 quartos', '1 banheiro']","['Área de serviço', 'Cozinha', 'TV a cabo']","Ótima casa à venda no Altos do Bosque

125m² de terreno
89m² de área construída
Sala ampla
Cozinha ampla com armários planejados
Banheiro social
Área de serviço coberta
Churrasqueira
Garagem com portão eletrônico
Piso frio nas área interna e externa

Aceita troca!

Agende sua visita! -
Mostrar mais",https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-cozinha-residencial-altos-do-bosque-sao-jose-dos-campos-sp-89m2-id-2530056177/
"Rua Gonçalo Soares, 812 - Jardim Mariana II, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU R$ 319,"['', '', '', '', '80 m²', '2 quartos', '2 vagas', '1 banheiro']",['Cozinha americana'],"Casa Nova muito bem localizada. Próximo a escolas, comercio e farto transporte. Documentação pronta para financiamento. Habite-se novo.
Toda em piso frio, com cozinha americana e garagem coberta para 2 autos.",https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-americana-jardim-mariana-ii-sao-jose-dos-campos-sp-80m2-id-2543058706/
"Rua Medina, 0 - Vila Iracema, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU não informado,"['', '', '', '', '70 m²', '3 quartos', '2 vagas', '2 banheiros']",[],"3 dormitorios, suite, sala 2 ambientes, cozinha, area de serviço, vagas de garagem",https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-vila-iracema-sao-jose-dos-campos-sp-70m2-id-2548497961/
"Rua João Francisco da Silva - Jardim Cruzeiro do Sul, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU R$ 45,"['', '', '', '', '100 m²', '2 quartos', '2 vagas', '1 banheiro']","['Cozinha', 'Lavanderia', 'Quintal', 'TV a cabo']","Descrição:
Casa com 02 (dois) dormitórios amplos, sala ampla, cozinha ampla, garagem coberta para 02 carros coberta e com portão automatizado e rua tranquila.
Aceita Financiamento.
preço de ocasião.
localização:
Região Sul de São José dos Campos, próximo do Shopping Oriente, boa localização, próxima de comércios em geral, supermercados, shopping, ponto de ônibus, escolas públicas e particulares, hortifrúti, restaurantes, ambulatório médico, clínica médica, praça pública.
Agende uma visita teremos a satisfação em atende-los
*Anúncio sujeito a alteração sem aviso prévio do proprietário no que diz respeito ao preço e disponibilidade, na data da consulta pelo interessado*. -
Mostrar mais",https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-jardim-cruzeiro-do-sul-sao-jose-dos-campos-sp-100m2-id-2549359130/
"Avenida João Gomes da Silva - Jardim São José, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU R$ 56,"['', '', '', '', '90 m²', '3 quartos', '2 vagas', '2 banheiros']","['Churrasqueira', 'Cozinha', 'Lavanderia', 'Quintal', 'TV a cabo']","Descrição:
Casa com 03 dormitórios sendo 01 suite, banheiros grandes, cozinha, telhado alto, toda com piso frio na área externa, garagem com portão automático, área de serviço e churrasqueira no fundo. Localizada no Jd. São José, bairro próximo ao Jd Santa Inês, zona leste de São José dos Campos. Ponto de ônibus em frente, escola, creche e comércios. Área construída de 90,00 m² , área total do terreno 162,00 m².
Agende visita, teremos satisfação em atende-los.
Anúncio sujeito a alteração sem aviso prévio do proprietário no que diz respeito ao preço e disponibilidade, na data da consulta pelo interessado -
Mostrar mais",https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-jardim-sao-jose-sao-jose-dos-campos-sp-90m2-id-2551251213/
"Cidade Morumbi, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU não informado,"['', '', '', '', '122 m²', '2 quartos', '3 vagas', '1 banheiro']","['Área de serviço', 'Churrasqueira', 'Varanda']","REF 92035 - R$ R$ 260.000,00 - Maciel Negócios Imobiliários Ltda - CRECI 11.956 J - www.imobiliariamaciel.com.br Atualizado em 9:45",https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-cidade-morumbi-sao-jose-dos-campos-sp-122m2-id-2540113338/
"Jardim República, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU não informado,"['', '', '', '', '60 m²', '2 quartos', '1 vaga', '2 banheiros']",[],"(15/03) Ref. Imóvel: 11642 - Casa com 60m2, 2 dormitórios , 1 suite, sala , cozinha , wc , vaga de garagem, Cozinha, Sala de",https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-jardim-republica-sao-jose-dos-campos-sp-60m2-id-2541100160/
"Rua Venâncio Coelho da Silva, 0 - Jardim Mariana I, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU R$ 150,"['', '', '', '', '54 m²', '2 quartos', '2 vagas', '1 banheiro']",[],"Não perca a oportunidade de conquistar a sua casa própria!
Linda casa de 02 dormitórios.
01 WC social c/ armários planejados e box de vidro.
Sala c/ painel, cozinha c/ armários planejados e área de serviço coberta.
Churrasqueira.
02 vagas de garagem coberta e portão eletrônico.
Agende já a sua visita!
Whats corretor Sergio 1 2 9 9 6 3 5 8 3 8 5
Mostrar mais",https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-jardim-mariana-i-sao-jose-dos-campos-sp-54m2-id-2554076906/
"Vila São Bento, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU R$ 36,"['', '', '', '', '77 m²', '2 quartos', '1 vaga', '1 banheiro']","['Cozinha', 'Lavanderia']","Casa no bairro Vila São Bento, entre a Rodovia dos Tamoios e a Avenida Mario Covas, fácil acesso para a Avenida Cidade Jardim e o bairro Jardim Satélite. 2 dormitórios, sala, cozinha, banheiro social, área de serviço e garagem coberta. Observação: a casa encontra-se atualmente alugada. -
Mostrar mais",https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-vila-sao-bento-sao-jose-dos-campos-sp-77m2-id-2550155468/
"Rua Santa Rita de Cássia - Jardim São Judas Tadeu, São José dos Campos - SP",R$ 260.000,condomínio não informado,IPTU não informado,"['', '', '', '', '90 m²', '2 quartos', '4 vagas', '2 banheiros']","['Área de serviço', 'Churrasqueira', 'Lavanderia']","Casa com ótima localização no Santo Onofre
2 Dorm
2 Banheiros
Churrasqueira
2 vagas cobertas
Móveis planejados em 1 dos quartos, cozinha e sala
Lavanderia
Agende sua visita!!
Márcio Matos whatsapp
CRECI: 233111-F -",https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-jardim-sao-judas-tadeu-sao-jose-dos-campos-sp-90m2-id-2552138183/
